location,total_sqft,bhk,bath,metro_dist,price
Gachibowli,3511,4,5.0,1.5,308.1
Miyapur,3632,4,4.0,0.2,210.08
Banjara Hills,1356,2,2.0,3.0,227.63
Ameerpet,1575,2,2.0,0.0,125.32
Kondapur,1570,2,2.0,2.0,134.56
Jubilee Hills,1759,2,3.0,2.5,355.53
Uppal,2707,3,3.0,0.1,132.48
Uppal,874,1,2.0,0.1,53.18
Banjara Hills,3693,4,4.0,3.0,546.98
Ameerpet,2325,3,4.0,0.0,182.51
Banjara Hills,1724,2,2.0,3.0,263.5
Miyapur,3063,4,4.0,0.2,165.88
Kondapur,1571,2,2.0,2.0,127.12
Madhapur,2346,3,3.0,1.0,232.61
Miyapur,3734,4,4.0,0.2,225.41
Manikonda,914,1,1.0,4.0,57.52
Manikonda,2921,4,4.0,4.0,184.97
Kondapur,2612,3,3.0,2.0,200.42
Gachibowli,3593,4,5.0,1.5,294.37
Kukatpally,2781,3,3.0,0.5,186.98
Jubilee Hills,1943,3,3.0,2.5,378.16
Ameerpet,3517,4,4.0,0.0,265.84
Uppal,1961,3,4.0,0.1,96.51
Kukatpally,2778,3,3.0,0.5,193.71
Banjara Hills,1062,2,2.0,3.0,175.13
Ameerpet,1006,2,2.0,0.0,80.86
Gachibowli,2866,4,5.0,1.5,261.14
Manikonda,2900,4,4.0,4.0,184.02
Kondapur,2212,3,3.0,2.0,185.13
Madhapur,848,1,2.0,1.0,84.01
Manikonda,1913,3,3.0,4.0,120.01
Miyapur,1669,2,2.0,0.2,108.57
Manikonda,3004,4,4.0,4.0,185.96
Madhapur,2120,3,4.0,1.0,221.92
Kukatpally,1612,2,2.0,0.5,128.15
Madhapur,2150,3,3.0,1.0,235.72
Banjara Hills,1437,2,2.0,3.0,233.58
Kondapur,3964,4,5.0,2.0,308.83
Jubilee Hills,881,1,1.0,2.5,182.66
Kondapur,3946,4,4.0,2.0,322.33
Manikonda,3146,4,5.0,4.0,192.05
Miyapur,1499,2,3.0,0.2,98.46
Kondapur,2552,3,3.0,2.0,209.56
Kondapur,3762,4,4.0,2.0,326.69
Manikonda,1267,2,2.0,4.0,89.58
Uppal,1406,2,3.0,0.1,85.17
Jubilee Hills,2353,3,3.0,2.5,446.08
Gachibowli,3860,4,4.0,1.5,352.44
Madhapur,1336,2,2.0,1.0,141.54
Kondapur,1374,2,3.0,2.0,131.55
Madhapur,3074,4,5.0,1.0,303.24
Gachibowli,1519,2,2.0,1.5,145.37
Miyapur,3122,4,4.0,0.2,193.02
Manikonda,1081,2,2.0,4.0,69.34
Madhapur,3482,4,4.0,1.0,328.37
Ameerpet,2961,4,4.0,0.0,217.03
Miyapur,2428,3,3.0,0.2,154.73
Banjara Hills,3639,4,5.0,3.0,552.15
Banjara Hills,846,1,1.0,3.0,141.92
Jubilee Hills,2617,3,4.0,2.5,476.88
Uppal,1312,2,2.0,0.1,77.12
Uppal,1555,2,3.0,0.1,79.38
Ameerpet,3986,4,4.0,0.0,311.66
Kondapur,1451,2,3.0,2.0,129.25
Jubilee Hills,2072,3,3.0,2.5,413.02
Ameerpet,2558,3,3.0,0.0,219.17
Kondapur,2776,3,3.0,2.0,228.9
Uppal,2356,3,4.0,0.1,122.58
Jubilee Hills,2542,3,4.0,2.5,441.54
Ameerpet,3840,4,4.0,0.0,268.05
Manikonda,1619,2,2.0,4.0,113.2
Ameerpet,1223,2,3.0,0.0,99.7
Banjara Hills,1508,2,2.0,3.0,260.93
Jubilee Hills,1388,2,2.0,2.5,242.69
Kondapur,2505,3,3.0,2.0,213.7
Ameerpet,2822,4,4.0,0.0,217.75
Banjara Hills,3152,4,5.0,3.0,472.76
Uppal,1252,2,3.0,0.1,67.19
Manikonda,2393,3,4.0,4.0,159.59
Jubilee Hills,3423,4,5.0,2.5,653.97
Banjara Hills,1977,3,4.0,3.0,289.81
Gachibowli,1808,3,3.0,1.5,172.76
Uppal,3048,4,5.0,0.1,173.21
Kukatpally,1407,2,2.0,0.5,106.09
Ameerpet,2400,3,3.0,0.0,203.22
Banjara Hills,3248,4,5.0,3.0,475.09
Gachibowli,3387,4,4.0,1.5,304.82
Kukatpally,1196,2,2.0,0.5,85.69
Uppal,3883,4,4.0,0.1,191.29
Madhapur,1106,2,2.0,1.0,121.1
Kondapur,1315,2,2.0,2.0,114.73
Banjara Hills,2037,3,3.0,3.0,330.78
Madhapur,3459,4,5.0,1.0,335.12
Uppal,2457,3,3.0,0.1,135.42
Kondapur,3206,4,4.0,2.0,267.19
Kukatpally,1182,2,2.0,0.5,87.94
Kondapur,1257,2,2.0,2.0,115.61
Madhapur,1154,2,2.0,1.0,121.36
Madhapur,860,1,1.0,1.0,96.67
Jubilee Hills,848,1,2.0,2.5,157.66
Madhapur,3551,4,4.0,1.0,363.35
Miyapur,1763,2,2.0,0.2,111.89
Gachibowli,1337,2,3.0,1.5,125.87
Madhapur,3098,4,5.0,1.0,306.61
Ameerpet,2154,3,3.0,0.0,184.6
Manikonda,1571,2,2.0,4.0,102.21
Uppal,3191,4,5.0,0.1,173.36
Banjara Hills,1674,2,2.0,3.0,267.25
Kukatpally,1537,2,2.0,0.5,129.01
Ameerpet,3173,4,5.0,0.0,236.44
Uppal,1299,2,2.0,0.1,67.66
Miyapur,3286,4,4.0,0.2,197.87
Jubilee Hills,1152,2,3.0,2.5,225.17
Gachibowli,2390,3,3.0,1.5,222.22
Manikonda,1023,2,2.0,4.0,74.46
Kondapur,1875,3,3.0,2.0,160.59
Kukatpally,3718,4,4.0,0.5,250.42
Manikonda,2380,3,3.0,4.0,154.4
Madhapur,1869,3,3.0,1.0,184.89
Ameerpet,3845,4,4.0,0.0,253.04
Ameerpet,2251,3,3.0,0.0,181.15
Madhapur,2236,3,3.0,1.0,221.07
Ameerpet,1396,2,2.0,0.0,127.04
Jubilee Hills,3557,4,4.0,2.5,631.52
Uppal,3795,4,4.0,0.1,196.08
Kukatpally,3643,4,4.0,0.5,246.84
Banjara Hills,1432,2,2.0,3.0,232.34
Ameerpet,3041,4,4.0,0.0,223.27
Banjara Hills,2661,3,3.0,3.0,406.35
Madhapur,2846,4,4.0,1.0,312.82
Manikonda,1032,2,2.0,4.0,69.72
Gachibowli,3533,4,4.0,1.5,339.26
Ameerpet,1575,2,2.0,0.0,128.95
Miyapur,3093,4,4.0,0.2,196.09
Manikonda,1422,2,2.0,4.0,92.05
Kondapur,2210,3,4.0,2.0,193.03
Uppal,1465,2,2.0,0.1,84.72
Madhapur,3024,4,4.0,1.0,302.7
Uppal,3483,4,4.0,0.1,181.89
Jubilee Hills,2619,3,3.0,2.5,481.09
Banjara Hills,3101,4,4.0,3.0,494.81
Miyapur,1821,3,3.0,0.2,111.83
Uppal,2248,3,3.0,0.1,126.79
Ameerpet,3098,4,5.0,0.0,250.44
Ameerpet,899,1,1.0,0.0,89.34
Uppal,3496,4,4.0,0.1,179.19
Ameerpet,1753,2,2.0,0.0,133.11
Jubilee Hills,1906,3,3.0,2.5,327.23
Madhapur,3594,4,5.0,1.0,356.98
Uppal,3470,4,5.0,0.1,157.88
Gachibowli,3214,4,4.0,1.5,270.17
Gachibowli,1843,3,4.0,1.5,182.07
Uppal,1446,2,3.0,0.1,80.82
Miyapur,2090,3,3.0,0.2,125.44
Uppal,2092,3,3.0,0.1,118.2
Ameerpet,1162,2,3.0,0.0,94.95
Kukatpally,2292,3,3.0,0.5,153.27
Banjara Hills,953,1,1.0,3.0,147.18
Ameerpet,3610,4,4.0,0.0,282.22
Kondapur,2819,4,5.0,2.0,231.43
Ameerpet,1269,2,2.0,0.0,98.45
Kukatpally,2160,3,4.0,0.5,144.59
Kukatpally,3887,4,4.0,0.5,265.84
Madhapur,2872,4,4.0,1.0,299.09
Gachibowli,2577,3,3.0,1.5,249.56
Madhapur,2690,3,4.0,1.0,266.15
Uppal,2149,3,3.0,0.1,114.82
Banjara Hills,1405,2,3.0,3.0,244.01
Madhapur,3131,4,4.0,1.0,298.89
Banjara Hills,897,1,1.0,3.0,151.45
Ameerpet,3502,4,4.0,0.0,261.37
Ameerpet,1255,2,2.0,0.0,112.7
Uppal,1358,2,2.0,0.1,85.37
Ameerpet,998,1,1.0,0.0,84.56
Uppal,2960,4,4.0,0.1,159.41
Miyapur,3024,4,4.0,0.2,166.01
Madhapur,2759,3,3.0,1.0,264.49
Miyapur,1144,2,2.0,0.2,83.39
Madhapur,2673,3,3.0,1.0,282.89
Banjara Hills,2786,3,3.0,3.0,417.05
Kondapur,3183,4,4.0,2.0,273.6
Kondapur,2566,3,3.0,2.0,221.35
Madhapur,2049,3,4.0,1.0,218.05
Uppal,3868,4,4.0,0.1,189.25
Kukatpally,2502,3,3.0,0.5,172.88
Miyapur,2065,3,4.0,0.2,126.55
Kondapur,2968,4,4.0,2.0,248.8
Miyapur,1911,3,3.0,0.2,123.08
Miyapur,2940,4,4.0,0.2,180.19
Jubilee Hills,3876,4,4.0,2.5,732.08
Manikonda,3299,4,4.0,4.0,209.5
Kondapur,1950,3,4.0,2.0,164.56
Miyapur,2576,3,3.0,0.2,153.48
Banjara Hills,2109,3,3.0,3.0,324.51
Kukatpally,3503,4,5.0,0.5,242.27
Banjara Hills,1598,2,2.0,3.0,246.08
Uppal,3312,4,4.0,0.1,179.3
Banjara Hills,3537,4,4.0,3.0,543.03
Madhapur,3502,4,5.0,1.0,321.84
Madhapur,1509,2,2.0,1.0,151.6
Banjara Hills,3074,4,4.0,3.0,464.26
Jubilee Hills,923,1,2.0,2.5,168.93
Banjara Hills,2721,3,3.0,3.0,410.87
Madhapur,3908,4,4.0,1.0,378.39
Ameerpet,3155,4,4.0,0.0,218.22
Uppal,3742,4,4.0,0.1,174.23
Madhapur,2904,4,5.0,1.0,288.79
Manikonda,1201,2,2.0,4.0,77.0
Miyapur,861,1,2.0,0.2,69.13
Ameerpet,1698,2,3.0,0.0,125.55
Madhapur,3163,4,5.0,1.0,317.89
Miyapur,3635,4,4.0,0.2,209.5
Ameerpet,3882,4,5.0,0.0,280.74
Ameerpet,3317,4,4.0,0.0,231.97
Miyapur,1457,2,3.0,0.2,95.13
Uppal,2623,3,3.0,0.1,137.59
Madhapur,2189,3,3.0,1.0,213.4
Madhapur,1748,2,2.0,1.0,194.72
Madhapur,2396,3,4.0,1.0,256.27
Uppal,2075,3,3.0,0.1,109.91
Manikonda,1743,2,3.0,4.0,129.03
Kukatpally,980,1,1.0,0.5,69.15
Manikonda,3856,4,4.0,4.0,240.16
Miyapur,2717,3,4.0,0.2,172.87
Kondapur,2428,3,4.0,2.0,192.05
Madhapur,2688,3,3.0,1.0,259.01
Kukatpally,1748,2,2.0,0.5,139.03
Kondapur,3588,4,4.0,2.0,273.31
Uppal,1917,3,3.0,0.1,106.65
Gachibowli,2692,3,3.0,1.5,255.89
Kukatpally,2862,4,4.0,0.5,212.06
Kondapur,2401,3,3.0,2.0,229.69
Kukatpally,832,1,1.0,0.5,67.02
Miyapur,813,1,1.0,0.2,55.37
Miyapur,3216,4,4.0,0.2,190.35
Jubilee Hills,1009,2,2.0,2.5,200.72
Kondapur,3463,4,5.0,2.0,304.93
Uppal,1763,2,2.0,0.1,90.8
Uppal,3208,4,4.0,0.1,178.42
Madhapur,2633,3,3.0,1.0,269.34
Gachibowli,2944,4,4.0,1.5,278.65
Miyapur,2049,3,3.0,0.2,119.09
Manikonda,2236,3,3.0,4.0,134.06
Ameerpet,2487,3,3.0,0.0,197.53
Madhapur,3457,4,4.0,1.0,385.21
Miyapur,2637,3,4.0,0.2,152.52
Manikonda,3753,4,5.0,4.0,240.51
Miyapur,3652,4,4.0,0.2,226.52
Manikonda,892,1,2.0,4.0,57.43
Ameerpet,2515,3,3.0,0.0,200.75
Jubilee Hills,2336,3,3.0,2.5,424.6
Miyapur,898,1,1.0,0.2,72.24
Madhapur,2466,3,4.0,1.0,229.85
Gachibowli,2803,4,4.0,1.5,253.17
Madhapur,3708,4,4.0,1.0,350.0
Uppal,988,1,2.0,0.1,63.67
Kondapur,2853,4,5.0,2.0,216.74
Manikonda,1749,2,2.0,4.0,118.32
Jubilee Hills,1279,2,2.0,2.5,236.95
Gachibowli,3011,4,4.0,1.5,275.62
Kukatpally,3148,4,4.0,0.5,204.02
Kondapur,3192,4,5.0,2.0,230.76
Ameerpet,1293,2,2.0,0.0,100.28
Jubilee Hills,867,1,1.0,2.5,170.97
Madhapur,3968,4,5.0,1.0,408.83
Miyapur,3420,4,5.0,0.2,190.21
Kondapur,1668,2,2.0,2.0,152.22
Kondapur,1321,2,3.0,2.0,110.27
Miyapur,1763,2,2.0,0.2,110.9
Uppal,3246,4,5.0,0.1,160.34
Uppal,3797,4,4.0,0.1,174.17
Ameerpet,3675,4,4.0,0.0,256.59
Miyapur,1900,3,3.0,0.2,120.53
Ameerpet,1515,2,2.0,0.0,107.3
Manikonda,1894,3,3.0,4.0,116.11
Gachibowli,2587,3,3.0,1.5,211.35
Jubilee Hills,3958,4,4.0,2.5,782.66
Ameerpet,3972,4,4.0,0.0,305.7
Kukatpally,941,1,2.0,0.5,80.33
Ameerpet,2900,4,4.0,0.0,215.07
Jubilee Hills,3430,4,4.0,2.5,586.78
Ameerpet,2975,4,4.0,0.0,247.05
Kondapur,3485,4,4.0,2.0,278.66
Madhapur,1688,2,2.0,1.0,171.12
Kondapur,3641,4,4.0,2.0,302.3
Gachibowli,1586,2,3.0,1.5,152.16
Banjara Hills,2940,4,4.0,3.0,451.52
Banjara Hills,3230,4,4.0,3.0,503.32
Kukatpally,1169,2,3.0,0.5,87.37
Kondapur,2630,3,3.0,2.0,223.37
Ameerpet,3521,4,4.0,0.0,266.61
Kondapur,1041,2,3.0,2.0,100.52
Manikonda,2371,3,3.0,4.0,142.03
Kukatpally,1829,3,3.0,0.5,139.39
Madhapur,973,1,1.0,1.0,105.36
Jubilee Hills,3209,4,4.0,2.5,574.67
Banjara Hills,1444,2,2.0,3.0,205.8
Jubilee Hills,2358,3,3.0,2.5,419.59
Banjara Hills,2001,3,3.0,3.0,274.44
Kukatpally,3538,4,5.0,0.5,244.3
Manikonda,1990,3,3.0,4.0,129.07
Banjara Hills,2251,3,4.0,3.0,334.51
Madhapur,2098,3,4.0,1.0,205.38
Kukatpally,2882,4,5.0,0.5,196.09
Manikonda,2188,3,3.0,4.0,145.21
Madhapur,1787,2,2.0,1.0,177.4
Kondapur,1302,2,3.0,2.0,123.85
Gachibowli,1569,2,2.0,1.5,148.36
Manikonda,1370,2,3.0,4.0,87.1
Uppal,3916,4,4.0,0.1,190.69
Banjara Hills,2578,3,3.0,3.0,349.61
Kondapur,3572,4,4.0,2.0,323.52
Kondapur,3970,4,4.0,2.0,332.15
Gachibowli,1063,2,2.0,1.5,95.22
Banjara Hills,3187,4,4.0,3.0,509.88
Kukatpally,3960,4,4.0,0.5,270.18
Uppal,1518,2,3.0,0.1,89.78
Gachibowli,2034,3,3.0,1.5,189.48
Miyapur,1184,2,2.0,0.2,73.5
Miyapur,2512,3,4.0,0.2,155.46
Miyapur,1622,2,3.0,0.2,97.8
Manikonda,3764,4,4.0,4.0,238.08
Manikonda,3200,4,4.0,4.0,226.07
Miyapur,1919,3,3.0,0.2,109.06
Uppal,2758,3,3.0,0.1,141.82
Jubilee Hills,1172,2,2.0,2.5,212.86
Kondapur,1853,3,3.0,2.0,155.76
Banjara Hills,1435,2,3.0,3.0,231.22
Manikonda,1844,3,3.0,4.0,109.97
Madhapur,1238,2,2.0,1.0,137.25
Banjara Hills,1215,2,2.0,3.0,208.22
Miyapur,2335,3,4.0,0.2,145.36
Madhapur,2177,3,3.0,1.0,213.26
Uppal,3285,4,4.0,0.1,151.49
Madhapur,3015,4,5.0,1.0,296.34
Gachibowli,2760,3,4.0,1.5,267.55
Gachibowli,2947,4,5.0,1.5,259.96
Gachibowli,1463,2,2.0,1.5,155.54
Uppal,1982,3,4.0,0.1,104.34
Ameerpet,2910,4,4.0,0.0,210.31
Madhapur,2893,4,5.0,1.0,274.19
Uppal,1775,2,3.0,0.1,105.14
Jubilee Hills,1929,3,3.0,2.5,397.18
Jubilee Hills,3704,4,4.0,2.5,706.55
Jubilee Hills,3366,4,4.0,2.5,635.78
Manikonda,1087,2,2.0,4.0,74.08
Jubilee Hills,2651,3,4.0,2.5,483.43
Uppal,2209,3,4.0,0.1,122.1
Miyapur,1941,3,4.0,0.2,128.25
Miyapur,3503,4,4.0,0.2,221.12
Ameerpet,2515,3,3.0,0.0,205.53
Ameerpet,2967,4,4.0,0.0,208.92
Gachibowli,2843,4,5.0,1.5,235.53
Miyapur,990,1,1.0,0.2,76.71
Kukatpally,1692,2,3.0,0.5,126.18
Ameerpet,2582,3,3.0,0.0,203.35
Jubilee Hills,3811,4,4.0,2.5,697.63
Jubilee Hills,985,1,1.0,2.5,181.2
Uppal,1131,2,2.0,0.1,72.4
Manikonda,2594,3,4.0,4.0,168.91
Ameerpet,3576,4,4.0,0.0,260.07
Miyapur,2850,4,4.0,0.2,195.52
Kukatpally,1365,2,2.0,0.5,103.26
Kondapur,2130,3,4.0,2.0,190.01
Ameerpet,960,1,2.0,0.0,87.61
Ameerpet,3261,4,4.0,0.0,244.21
Jubilee Hills,3427,4,4.0,2.5,624.4
Kukatpally,1238,2,2.0,0.5,92.22
Banjara Hills,1400,2,2.0,3.0,223.95
Madhapur,1375,2,2.0,1.0,137.44
Miyapur,2098,3,3.0,0.2,122.94
Banjara Hills,990,1,1.0,3.0,146.06
Gachibowli,3981,4,4.0,1.5,346.82
Ameerpet,1007,2,2.0,0.0,85.9
Madhapur,3741,4,5.0,1.0,376.25
Manikonda,1568,2,2.0,4.0,106.75
Kondapur,903,1,1.0,2.0,84.78
Gachibowli,3491,4,4.0,1.5,297.94
Miyapur,3144,4,4.0,0.2,171.9
Banjara Hills,3227,4,5.0,3.0,533.29
Ameerpet,1600,2,2.0,0.0,130.06
Kondapur,1510,2,2.0,2.0,147.13
Manikonda,1180,2,2.0,4.0,73.35
Gachibowli,2060,3,3.0,1.5,184.41
Miyapur,3859,4,4.0,0.2,218.62
Jubilee Hills,1926,3,4.0,2.5,364.81
Gachibowli,2248,3,4.0,1.5,206.15
Miyapur,2722,3,3.0,0.2,164.18
Banjara Hills,3118,4,5.0,3.0,464.79
Madhapur,1381,2,2.0,1.0,154.46
Madhapur,1945,3,4.0,1.0,206.45
Banjara Hills,920,1,1.0,3.0,147.71
Uppal,2291,3,3.0,0.1,125.65
Kukatpally,1928,3,4.0,0.5,139.59
Gachibowli,1782,2,2.0,1.5,161.33
Banjara Hills,1585,2,3.0,3.0,260.03
Manikonda,1484,2,3.0,4.0,100.78
Banjara Hills,834,1,1.0,3.0,146.55
Kondapur,1803,3,3.0,2.0,165.9
Miyapur,2914,4,4.0,0.2,182.62
Ameerpet,1430,2,2.0,0.0,123.37
Miyapur,3571,4,5.0,0.2,194.07
Gachibowli,927,1,2.0,1.5,89.41
Kukatpally,1473,2,3.0,0.5,108.77
Ameerpet,2651,3,3.0,0.0,192.52
Uppal,1783,2,2.0,0.1,90.97
Jubilee Hills,3310,4,5.0,2.5,575.31
Miyapur,1237,2,2.0,0.2,86.43
Kondapur,3093,4,4.0,2.0,263.65
Kukatpally,1682,2,2.0,0.5,121.37
Ameerpet,2458,3,3.0,0.0,176.96
Kondapur,3225,4,4.0,2.0,269.92
Kondapur,3753,4,4.0,2.0,305.7
Ameerpet,1360,2,3.0,0.0,111.33
Gachibowli,2127,3,3.0,1.5,197.05
Manikonda,1136,2,2.0,4.0,68.04
Madhapur,3855,4,4.0,1.0,392.91
Madhapur,1930,3,3.0,1.0,184.92
Gachibowli,2076,3,3.0,1.5,192.17
Gachibowli,1881,3,4.0,1.5,164.73
Banjara Hills,1956,3,3.0,3.0,301.83
Manikonda,3540,4,5.0,4.0,225.08
Manikonda,1109,2,3.0,4.0,73.88
Ameerpet,3424,4,5.0,0.0,235.23
Miyapur,3664,4,4.0,0.2,201.76
Gachibowli,953,1,2.0,1.5,95.36
Kondapur,1183,2,2.0,2.0,98.05
Gachibowli,1934,3,3.0,1.5,171.84
Madhapur,2350,3,4.0,1.0,225.02
Miyapur,2048,3,3.0,0.2,126.21
Miyapur,3571,4,5.0,0.2,225.88
Gachibowli,2007,3,3.0,1.5,205.87
Jubilee Hills,1789,2,3.0,2.5,349.66
Miyapur,1257,2,2.0,0.2,91.98
Uppal,3425,4,4.0,0.1,172.19
Miyapur,1263,2,3.0,0.2,86.02
Jubilee Hills,1258,2,3.0,2.5,230.79
Ameerpet,1086,2,2.0,0.0,94.56
Kondapur,1261,2,2.0,2.0,117.34
Manikonda,2292,3,4.0,4.0,151.7
Gachibowli,3296,4,4.0,1.5,306.25
Kondapur,3750,4,4.0,2.0,324.54
Gachibowli,2041,3,3.0,1.5,184.51
Banjara Hills,2774,3,3.0,3.0,410.48
Jubilee Hills,3105,4,4.0,2.5,573.53
Jubilee Hills,1518,2,3.0,2.5,301.27
Madhapur,2232,3,3.0,1.0,225.14
Kukatpally,2542,3,3.0,0.5,179.59
Ameerpet,939,1,1.0,0.0,85.78
Uppal,911,1,1.0,0.1,53.72
Manikonda,3423,4,4.0,4.0,217.09
Manikonda,3046,4,4.0,4.0,180.06
Kukatpally,3421,4,5.0,0.5,236.07
Jubilee Hills,2255,3,3.0,2.5,416.3
Banjara Hills,3155,4,4.0,3.0,486.32
Uppal,3004,4,5.0,0.1,151.08
Jubilee Hills,3856,4,4.0,2.5,689.54
Gachibowli,3392,4,4.0,1.5,300.25
Banjara Hills,2874,4,4.0,3.0,421.05
Kondapur,984,1,1.0,2.0,89.83
Kukatpally,2702,3,3.0,0.5,206.67
Kondapur,3879,4,4.0,2.0,332.52
Jubilee Hills,3951,4,4.0,2.5,754.81
Banjara Hills,2448,3,3.0,3.0,393.69
Miyapur,2954,4,4.0,0.2,170.34
Kukatpally,1340,2,2.0,0.5,124.27
Uppal,893,1,1.0,0.1,53.53
Madhapur,1719,2,2.0,1.0,168.81
Uppal,1771,2,2.0,0.1,87.15
Banjara Hills,2214,3,4.0,3.0,339.66
Kondapur,2224,3,3.0,2.0,194.41
Uppal,1779,2,2.0,0.1,92.95
Manikonda,1366,2,2.0,4.0,83.81
Manikonda,3439,4,4.0,4.0,216.91
Kukatpally,1305,2,3.0,0.5,100.34
Manikonda,1217,2,3.0,4.0,77.33
Kondapur,1093,2,3.0,2.0,91.7
Kondapur,1728,2,2.0,2.0,151.72
Ameerpet,3957,4,4.0,0.0,305.35
Kukatpally,3807,4,4.0,0.5,272.05
Kukatpally,2229,3,3.0,0.5,171.03
Uppal,3091,4,4.0,0.1,154.25
Miyapur,3585,4,5.0,0.2,204.02
Madhapur,2168,3,3.0,1.0,219.53
Gachibowli,3310,4,4.0,1.5,276.53
Kondapur,1025,2,2.0,2.0,98.16
Banjara Hills,3851,4,5.0,3.0,556.69
Manikonda,1538,2,2.0,4.0,100.18
Ameerpet,2039,3,3.0,0.0,158.3
Manikonda,2116,3,3.0,4.0,141.51
Kukatpally,3253,4,5.0,0.5,220.84
Madhapur,1240,2,2.0,1.0,130.5
Gachibowli,1712,2,3.0,1.5,166.22
Jubilee Hills,1110,2,3.0,2.5,201.27
Madhapur,2725,3,3.0,1.0,268.6
Jubilee Hills,1428,2,2.0,2.5,297.54
Kukatpally,1082,2,3.0,0.5,91.6
Uppal,2194,3,4.0,0.1,108.86
Gachibowli,2795,3,3.0,1.5,255.61
Jubilee Hills,1725,2,2.0,2.5,338.4
Miyapur,3360,4,4.0,0.2,198.85
Manikonda,1900,3,4.0,4.0,126.15
Banjara Hills,2751,3,4.0,3.0,415.08
Madhapur,2857,4,5.0,1.0,282.86
Gachibowli,1570,2,3.0,1.5,151.74
Miyapur,1761,2,3.0,0.2,116.62
Kondapur,1392,2,3.0,2.0,126.35
Ameerpet,2245,3,3.0,0.0,186.21
Manikonda,1836,3,4.0,4.0,106.99
Manikonda,1555,2,2.0,4.0,106.14
Ameerpet,2134,3,4.0,0.0,158.42
Uppal,3680,4,4.0,0.1,193.24
Kondapur,2854,4,4.0,2.0,235.58
Gachibowli,3060,4,4.0,1.5,240.78
Gachibowli,3915,4,4.0,1.5,354.64
Uppal,1808,3,4.0,0.1,97.79
Jubilee Hills,2662,3,3.0,2.5,516.77
Jubilee Hills,3690,4,4.0,2.5,701.92
Miyapur,3170,4,4.0,0.2,194.59
Kondapur,1405,2,2.0,2.0,133.34
Manikonda,1959,3,3.0,4.0,121.54
Jubilee Hills,2133,3,3.0,2.5,396.0
Jubilee Hills,2977,4,4.0,2.5,527.81
Jubilee Hills,1979,3,4.0,2.5,392.94
Gachibowli,3943,4,4.0,1.5,322.86
Manikonda,3885,4,4.0,4.0,216.31
Banjara Hills,2883,4,4.0,3.0,447.29
Madhapur,1043,2,2.0,1.0,112.01
Gachibowli,2956,4,5.0,1.5,274.41
Madhapur,1780,2,2.0,1.0,195.91
Ameerpet,885,1,1.0,0.0,78.92
Gachibowli,2524,3,3.0,1.5,221.75
Madhapur,3028,4,4.0,1.0,314.39
Ameerpet,2216,3,4.0,0.0,189.14
Uppal,1112,2,3.0,0.1,62.55
Uppal,1180,2,2.0,0.1,64.58
Ameerpet,1663,2,3.0,0.0,131.13
Gachibowli,2532,3,3.0,1.5,237.6
Banjara Hills,3711,4,4.0,3.0,563.4
Miyapur,1398,2,2.0,0.2,90.65
Manikonda,1997,3,3.0,4.0,120.68
Uppal,1494,2,3.0,0.1,77.79
Banjara Hills,1567,2,3.0,3.0,242.91
Miyapur,3120,4,4.0,0.2,195.1
Ameerpet,3379,4,4.0,0.0,270.17
Miyapur,1166,2,2.0,0.2,84.95
Gachibowli,1530,2,3.0,1.5,146.18
Gachibowli,3029,4,4.0,1.5,279.37
Kondapur,1149,2,2.0,2.0,102.03
Ameerpet,2471,3,3.0,0.0,210.86
Kukatpally,825,1,1.0,0.5,76.06
Miyapur,2386,3,3.0,0.2,147.33
Jubilee Hills,1467,2,3.0,2.5,260.57
Jubilee Hills,1692,2,3.0,2.5,347.37
Banjara Hills,2517,3,4.0,3.0,407.23
Uppal,2884,4,4.0,0.1,154.24
Ameerpet,1443,2,2.0,0.0,111.69
Ameerpet,2839,4,4.0,0.0,208.62
Jubilee Hills,3497,4,4.0,2.5,691.81
Ameerpet,1593,2,2.0,0.0,131.52
Uppal,3121,4,4.0,0.1,150.08
Ameerpet,873,1,1.0,0.0,81.81
Kukatpally,3349,4,4.0,0.5,220.67
Madhapur,2585,3,4.0,1.0,240.04
Kondapur,2903,4,4.0,2.0,221.94
Uppal,2783,3,4.0,0.1,144.04
Manikonda,1665,2,2.0,4.0,117.31
Uppal,1365,2,3.0,0.1,85.56
Jubilee Hills,3283,4,4.0,2.5,602.1
Miyapur,3280,4,5.0,0.2,209.17
Banjara Hills,3513,4,4.0,3.0,563.96
Kukatpally,3192,4,5.0,0.5,209.64
Gachibowli,1158,2,2.0,1.5,115.98
Jubilee Hills,1530,2,2.0,2.5,274.95
Ameerpet,3683,4,4.0,0.0,272.44
Kondapur,1569,2,2.0,2.0,152.93
Kukatpally,1832,3,4.0,0.5,143.89
Miyapur,3663,4,4.0,0.2,231.11
Ameerpet,3425,4,4.0,0.0,234.18
Manikonda,3831,4,4.0,4.0,252.26
Banjara Hills,2729,3,3.0,3.0,423.71
Uppal,1404,2,3.0,0.1,81.41
Jubilee Hills,822,1,2.0,2.5,166.78
Uppal,2440,3,3.0,0.1,137.46
Gachibowli,1649,2,2.0,1.5,158.62
Gachibowli,3264,4,4.0,1.5,282.46
Gachibowli,1203,2,2.0,1.5,110.51
Banjara Hills,918,1,1.0,3.0,145.41
Uppal,3855,4,4.0,0.1,179.56
Miyapur,1154,2,2.0,0.2,78.56
Banjara Hills,3619,4,4.0,3.0,567.17
Jubilee Hills,2785,3,3.0,2.5,512.05
